ID,Car Name,Manual/Motor,MPG,Annual Fuel Cost
325,2021 Ford Escape FWD PHEV,"2.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gas and Electricity",40,$900 
326,2020 Ford Escape FWD PHEV,"2.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gas and Electricity",105,$900 
327,2022 Ford F-150 Lightning Platinum 4WD,"Automatic (A1), Electricity",40,"$1,050 "
328,2022 Kia Niro Plug-in Hybrid,"1.6 L, 4 cyl, Automatic (AM-S6), Regular Gas and Electricity",102,$900 
329,2021 Kia Niro Plug-in Hybrid,"1.6 L, 4 cyl, Automatic (AM-S6), Regular Gas and Electricity",41,$900 
330,2018 Kia Niro Plug-in Hybrid,"1.6 L, 4 cyl, Automatic (AM6), Regular Gas and Electricity",66,$900 
331,2020 Kia Niro Plug-in Hybrid,"1.6 L, 4 cyl, Automatic (AM6), Regular Gas and Electricity",105,$900 
332,2019 Kia Niro Plug-in Hybrid,"1.6 L, 4 cyl, Automatic (AM6), Regular Gas and Electricity",46,$900 
333,2022 Toyota RAV4 Prime 4WD,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gas and Electricity",105,$950 
334,2021 Toyota RAV4 Prime 4WD,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gas and Electricity",46,$950 
335,2022 Audi e-tron S Sportback (21/22 inch wheels),"Automatic (A1), Electricity",105,"$1,100 "
336,2022 Audi e-tron S (21/22 inch wheels),"Automatic (A1), Electricity",46,"$1,100 "
337,2020 Ford Fusion Energi Plug-in Hybrid,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gas and Electricity",105,$950 
338,2019 Ford Fusion Energi Plug-in Hybrid,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gas and Electricity",46,$950 
339,2020 Kia Optima Plug-in Hybrid,"2.0 L, 4 cyl, Automatic (AM6), Regular Gas and Electricity",105,$950 
340,2019 Kia Optima Plug-in Hybrid,"2.0 L, 4 cyl, Automatic (AM6), Regular Gas and Electricity",46,$950 
341,2018 Kia Optima Plug-in Hybrid,"2.0 L, 4 cyl, Automatic (AM6), Regular Gas and Electricity",94,$950 
342,2017 Kia Optima Plug-in Hybrid,"2.0 L, 4 cyl, Automatic (AM6), Regular Gas and Electricity",38,$950 
343,2020 Ford Fusion Special Service PHEV,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gas and Electricity",94,$950 
344,2019 Ford Fusion Special Service Vehicle PHEV,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gas and Electricity",38,$950 
345,2022 Hyundai Ioniq Blue ,"1.6 L, 4 cyl, Automatic (AM-S6), Regular Gasoline",65,$900 
346,2021 Hyundai Ioniq Blue ,"1.6 L, 4 cyl, Automatic (AM-S6), Regular Gasoline",63,$900 
347,2019 Hyundai Sonata Plug-in Hybrid,"2.0 L, 4 cyl, Automatic (AM6), Regular Gas and Electricity",103,"$1,000 "
348,2018 Hyundai Sonata Plug-in Hybrid,"2.0 L, 4 cyl, Automatic (AM6), Regular Gas and Electricity",42,"$1,000 "
349,2016 Hyundai Sonata Plug-in Hybrid,"2.0 L, 4 cyl, Automatic (AM6), Regular Gas and Electricity",103,"$1,000 "
350,2020 Hyundai Ioniq Blue ,"1.6 L, 4 cyl, Automatic (AM6), Regular Gasoline",58,$950 
351,2019 Hyundai Ioniq Blue ,"1.6 L, 4 cyl, Automatic (AM6), Regular Gasoline",58,$950 
352,2018 Hyundai Ioniq Blue ,"1.6 L, 4 cyl, Automatic (AM6), Regular Gasoline",58,$950 
353,2017 Hyundai Ioniq Blue ,"1.6 L, 4 cyl, Automatic (AM6), Regular Gasoline",58,$950 
354,2017 Hyundai Sonata Plug-in Hybrid,"2.0 L, 4 cyl, Automatic (AM6), Regular Gas and Electricity",99,"$1,000 "
355,2022 Lexus NX 450h Plus AWD,"2.5 L, 4 cyl, Automatic (AV-S6), Premium and Electricity",39,"$1,200 "
356,2018 Ford Fusion Energi Plug-in Hybrid,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gas and Electricity",84,"$1,000 "
357,2017 Ford Fusion Energi Plug-in Hybrid,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gas and Electricity",36,"$1,000 "
358,2022 Toyota Prius Eco ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",97,$950 
359,2021 Toyota Prius Eco ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",42,$950 
360,2020 Toyota Prius Eco ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",97,$950 
361,2019 Toyota Prius Eco ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",42,$950 
362,2018 Toyota Prius Eco ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",56,$950 
363,2017 Toyota Prius Eco ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",56,$950 
364,2016 Toyota Prius Eco ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",56,$950 
365,2016 Cadillac ELR,"1.4 L, 4 cyl, Automatic (variable gear ratios), Premium Gas or Electricity",56,"$1,250 "
366,2020 Hyundai Ioniq ,"1.6 L, 4 cyl, Automatic (AM6), Regular Gasoline",56,"$1,000 "
367,2019 Hyundai Ioniq ,"1.6 L, 4 cyl, Automatic (AM6), Regular Gasoline",56,"$1,000 "
368,2018 Hyundai Ioniq ,"1.6 L, 4 cyl, Automatic (AM6), Regular Gasoline",56,"$1,000 "
369,2017 Hyundai Ioniq ,"1.6 L, 4 cyl, Automatic (AM6), Regular Gasoline",85,"$1,000 "
370,2022 Hyundai Ioniq ,"1.6 L, 4 cyl, Automatic (AM-S6), Regular Gasoline",32,"$1,000 "
371,2021 Hyundai Ioniq ,"1.6 L, 4 cyl, Automatic (AM-S6), Regular Gasoline",55,"$1,000 "
372,2017 Ford C-MAX Energi Plug-In Hybrid,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gas and Electricity",55,"$1,050 "
373,2022 Hyundai Elantra Hybrid Blue ,"1.6 L, 4 cyl, Automatic (AM-S6), Regular Gasoline",55,"$1,000 "
374,2021 Hyundai Elantra Hybrid Blue ,"1.6 L, 4 cyl, Automatic (AM-S6), Regular Gasoline",55,"$1,000 "
375,2022 Hyundai Tucson Plug-in Hybrid,"1.6 L, 4 cyl, Automatic (AM-S6), Turbo, Regular Gas and Electricity",55,"$1,150 "
376,2022 Honda Insight ,"1.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",55,"$1,050 "
377,2021 Honda Insight ,"1.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",95,"$1,050 "
378,2020 Honda Insight ,"1.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",39,"$1,050 "
379,2019 Honda Insight ,"1.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",54,"$1,050 "
380,2022 Toyota Prius ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",54,"$1,050 "
381,2021 Toyota Prius ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",80,"$1,050 "
382,2020 Toyota Prius ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",35,"$1,050 "
383,2019 Toyota Prius ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",52,"$1,050 "
384,2018 Toyota Prius ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",52,"$1,050 "
385,2017 Toyota Prius ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",52,"$1,050 "
386,2016 Toyota Prius ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",52,"$1,050 "
387,2018 Chrysler Pacifica Hybrid,"3.6 L, 6 cyl, Automatic (variable gear ratios), Regular Gas and Electricity",52,"$1,150 "
388,2017 Chrysler Pacifica Hybrid,"3.6 L, 6 cyl, Automatic (variable gear ratios), Regular Gas and Electricity",52,"$1,150 "
389,2022 Kia Sorento Plug-in Hybrid,"1.6 L, 4 cyl, Automatic (AM-S6), Turbo, Regular Gas and Electricity",52,"$1,150 "
390,2022 Toyota Corolla Hybrid ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",52,"$1,050 "
391,2021 Toyota Corolla Hybrid ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",52,"$1,050 "
392,2020 Toyota Corolla Hybrid ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",52,"$1,050 "
393,2021 Karma GS-6 (21-inch wheels),"1.5 L, 3 cyl, Automatic (A1), Turbo, Premium Gas or Electricity",52,"$1,300 "
394,2020 Karma Revero GT (21-inch wheels),"1.5 L, 3 cyl, Automatic (A1), Turbo, Premium Gas or Electricity",84,"$1,300 "
395,2022 Toyota Camry Hybrid LE ,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",32,"$1,050 "
396,2021 Toyota Camry Hybrid LE ,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",84,"$1,050 "
397,2020 Toyota Camry Hybrid LE ,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",32,"$1,050 "
398,2019 Toyota Camry Hybrid LE ,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",79,"$1,050 "
399,2018 Toyota Camry Hybrid LE ,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",34,"$1,050 "
400,2022 Hyundai Sonata Hybrid Blue ,"2.0 L, 4 cyl, Automatic (AM-S6), Regular Gasoline",52,"$1,050 "
401,2021 Hyundai Sonata Hybrid Blue ,"2.0 L, 4 cyl, Automatic (AM-S6), Regular Gasoline",52,"$1,050 "
402,2020 Hyundai Sonata Hybrid Blue ,"2.0 L, 4 cyl, Automatic (AM-S6), Regular Gasoline",52,"$1,050 "
403,2022 Volvo S60 T8 AWD Recharge ext. Range,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium and Electricity",74,"$1,350 "
404,2022 Volvo V60 T8 AWD Recharge ext. Range,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium and Electricity",31,"$1,350 "
405,2016 Ford C-MAX Energi Plug-in Hybrid,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gas and Electricity",74,"$1,150 "
406,2016 Ford Fusion Energi Plug-in Hybrid,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gas and Electricity",31,"$1,150 "
407,2022 Kia Niro FE ,"1.6 L, 4 cyl, Automatic (AM-S6), Regular Gasoline",88,"$1,050 "
408,2021 Kia Niro FE ,"1.6 L, 4 cyl, Automatic (AM-S6), Regular Gasoline",38,"$1,050 "
409,2016 Toyota Prius c ,"1.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",88,"$1,050 "
410,2020 Kia Niro FE ,"1.6 L, 4 cyl, Automatic (AM6), Regular Gasoline",38,"$1,050 "
411,2019 Kia Niro FE ,"1.6 L, 4 cyl, Automatic (AM6), Regular Gasoline",50,"$1,050 "
412,2018 Kia Niro FE ,"1.6 L, 4 cyl, Automatic (AM6), Regular Gasoline",50,"$1,050 "
413,2017 Kia Niro FE ,"1.6 L, 4 cyl, Automatic (AM6), Regular Gasoline",50,"$1,050 "
414,2020 Toyota Prius AWD ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",50,"$1,050 "
415,2019 Toyota Prius AWD ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",50,"$1,050 "
416,2016 Cadillac ELR Sport,"1.4 L, 4 cyl, Automatic (variable gear ratios), Premium Gas or Electricity",50,"$1,350 "
417,2022 Hyundai Elantra Hybrid ,"1.6 L, 4 cyl, Automatic (AM-S6), Regular Gasoline",50,"$1,050 "
418,2021 Hyundai Elantra Hybrid ,"1.6 L, 4 cyl, Automatic (AM-S6), Regular Gasoline",50,"$1,050 "
419,2022 Lincoln Corsair AWD PHEV,"2.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gas and Electricity",50,"$1,200 "
420,2021 Lincoln Corsair AWD PHEV,"2.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gas and Electricity",80,"$1,200 "
421,2022 Hyundai Santa Fe Plug-in Hybrid,"1.6 L, 4 cyl, Automatic (AM-S6), Turbo, Regular Gas and Electricity",30,"$1,200 "
422,2022 Toyota Prius AWD ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",50,"$1,100 "
423,2021 Toyota Prius AWD ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",50,"$1,100 "
424,2022 Kia Niro ,"1.6 L, 4 cyl, Automatic (AM-S6), Regular Gasoline",78,"$1,100 "
425,2021 Kia Niro ,"1.6 L, 4 cyl, Automatic (AM-S6), Regular Gasoline",33,"$1,100 "
426,2020 Kia Niro ,"1.6 L, 4 cyl, Automatic (AM6), Regular Gasoline",78,"$1,100 "
427,2019 Kia Niro ,"1.6 L, 4 cyl, Automatic (AM6), Regular Gasoline",33,"$1,100 "
428,2018 Kia Niro ,"1.6 L, 4 cyl, Automatic (AM6), Regular Gasoline",76,"$1,100 "
429,2017 Kia Niro ,"1.6 L, 4 cyl, Automatic (AM6), Regular Gasoline",33,"$1,100 "
430,2016 Audi A3 e-tron ultra,"1.4 L, 4 cyl, Automatic (AM-S6), Turbo, Premium and Electricity",49,"$1,350 "
431,2022 Honda Insight Touring ,"1.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",49,"$1,100 "
432,2021 Honda Insight Touring ,"1.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",49,"$1,100 "
433,2020 Honda Insight Touring ,"1.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",49,"$1,100 "
434,2019 Honda Insight Touring ,"1.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",49,"$1,100 "
435,2022 Chrysler Pacifica Hybrid,"3.6 L, 6 cyl, Automatic (variable gear ratios), Regular Gas and Electricity",49,"$1,250 "
436,2021 Chrysler Pacifica Hybrid,"3.6 L, 6 cyl, Automatic (variable gear ratios), Regular Gas and Electricity",49,"$1,250 "
437,2020 Chrysler Pacifica Hybrid,"3.6 L, 6 cyl, Automatic (variable gear ratios), Regular Gas and Electricity",49,"$1,250 "
438,2019 Chrysler Pacifica Hybrid,"3.6 L, 6 cyl, Automatic (variable gear ratios), Regular Gas and Electricity",86,"$1,250 "
439,2017 Honda Accord Hybrid ,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",39,"$1,100 "
440,2021 Honda Accord Hybrid ,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",48,"$1,100 "
441,2019 Honda Accord Hybrid ,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",48,"$1,100 "
442,2020 Honda Accord Hybrid ,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",48,"$1,100 "
443,2022 Honda Accord Hybrid ,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",48,"$1,150 "
444,2018 Honda Accord Hybrid ,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",82,"$1,150 "
445,2022 Hyundai Sonata Hybrid ,"2.0 L, 4 cyl, Automatic (AM-S6), Regular Gasoline",30,"$1,150 "
446,2021 Hyundai Sonata Hybrid ,"2.0 L, 4 cyl, Automatic (AM-S6), Regular Gasoline",82,"$1,150 "
447,2020 Hyundai Sonata Hybrid ,"2.0 L, 4 cyl, Automatic (AM-S6), Regular Gasoline",30,"$1,150 "
448,2022 Volvo S90 T8 AWD Recharge ext. Range,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium and Electricity",82,"$1,450 "
449,2019 Chevrolet Malibu Hybrid ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",30,"$1,150 "
450,2018 Chevrolet Malibu Hybrid ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",46,"$1,150 "
451,2017 Chevrolet Malibu Hybrid ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",46,"$1,150 "
452,2021 Subaru Crosstrek Hybrid AWD,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gas and Electricity",90,"$1,200 "
453,2020 Subaru Crosstrek Hybrid AWD,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gas and Electricity",35,"$1,200 "
454,2019 Subaru Crosstrek Hybrid AWD,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gas and Electricity",90,"$1,200 "
455,2020 Toyota Prius c ,"1.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",35,"$1,150 "
456,2019 Toyota Prius c ,"1.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",90,"$1,150 "
457,2018 Toyota Prius c ,"1.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",35,"$1,150 "
458,2017 Toyota Prius c ,"1.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",46,"$1,150 "
459,2016 Chevrolet Malibu Hybrid ,"1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",46,"$1,150 "
460,2018 Audi A3 e-tron,"1.4 L, 4 cyl, Automatic (AM-S6), Turbo, Premium and Electricity",46,"$1,450 "
461,2022 Toyota Camry Hybrid SE/XLE/XSE ,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",46,"$1,150 "
462,2021 Toyota Camry Hybrid SE/XLE/XSE ,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",46,"$1,150 "
463,2020 Toyota Camry Hybrid XLE/SE ,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",83,"$1,150 "
464,2019 Toyota Camry Hybrid XLE/SE ,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",36,"$1,150 "
465,2018 Toyota Camry Hybrid XLE/SE ,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",46,"$1,150 "
466,2021 Polestar 1,"2.0 L, 4 cyl, Automatic (S8), Turbo, Supercharger, Premium and Electricity",46,"$1,600 "
467,2020 Polestar 1,"2.0 L, 4 cyl, Automatic (S8), Turbo, Supercharger, Premium and Electricity",46,"$1,550 "
468,2022 Volvo XC60 T8 AWD Recharge ext. Range,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium and Electricity",46,"$1,550 "
469,2019 Lexus ES 300h ,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",46,"$1,200 "
470,2022 Lexus ES 300h ,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",58,"$1,200 "
471,2021 Lexus ES 300h ,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",26,"$1,200 "
472,2020 Lexus ES 300h ,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",58,"$1,200 "
473,2022 Toyota Avalon Hybrid XLE ,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",26,"$1,200 "
474,2021 Toyota Avalon Hybrid XLE ,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",63,"$1,200 "
475,2020 Toyota Avalon Hybrid XLE ,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",28,"$1,200 "
476,2019 Toyota Avalon Hybrid XLE ,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",44,"$1,200 "
477,2016 Volkswagen Jetta Hybrid ,"1.4 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",44,"$1,500 "
478,2016 Audi A3 e-tron,"1.4 L, 4 cyl, Automatic (AM-S6), Turbo, Premium and Electricity",44,"$1,500 "
479,2017 Audi A3 e-tron,"1.4 L, 4 cyl, Automatic (AM-S6), Turbo, Premium and Electricity",44,"$1,500 "
480,2022 Kia Niro Touring ,"1.6 L, 4 cyl, Automatic (AM-S6), Regular Gasoline",44,"$1,250 "
481,2021 Kia Niro Touring ,"1.6 L, 4 cyl, Automatic (AM-S6), Regular Gasoline",44,"$1,250 "
482,2020 Kia Niro Touring ,"1.6 L, 4 cyl, Automatic (AM6), Regular Gasoline",44,"$1,250 "
483,2019 Kia Niro Touring ,"1.6 L, 4 cyl, Automatic (AM6), Regular Gasoline",44,"$1,250 "
484,2018 Kia Niro Touring ,"1.6 L, 4 cyl, Automatic (AM6), Regular Gasoline",44,"$1,250 "
485,2017 Kia Niro Touring ,"1.6 L, 4 cyl, Automatic (AM6), Regular Gasoline",83,"$1,250 "
486,2021 Karma GS-6 (22-inch wheels),"1.5 L, 3 cyl, Automatic (A1), Turbo, Premium Gas or Electricity",35,"$1,600 "
487,2022 Honda Accord Hybrid Sport/Touring ,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",83,"$1,250 "
488,2021 Honda Accord Hybrid Sport/Touring ,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",34,"$1,250 "
489,2022 Toyota Avalon Hybrid ,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",43,"$1,250 "
490,2021 Toyota Avalon Hybrid ,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",43,"$1,250 "
491,2020 Toyota Avalon Hybrid ,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",43,"$1,250 "
492,2019 Toyota Avalon Hybrid ,"2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",43,"$1,250 "
493,2022 Volvo XC90 T8 AWD Recharge ext. Range,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium and Electricity",43,"$1,600 "
494,2019 Volvo S60 AWD PHEV,"2.0 L, 4 cyl, Automatic (S8), Turbo, Supercharger, Premium and Electricity",43,"$1,600 "
495,2022 Audi A7 TFSI e quattro,"2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium and Electricity",62,"$1,550 "
496,2021 Audi A7 quattro,"2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium and Electricity",22,"$1,600 "
497,2020 Ford Fusion Hybrid FWD ,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",43,"$1,300 "
498,2019 Ford Fusion Hybrid FWD ,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",43,"$1,300 "
499,2018 Ford Fusion Hybrid FWD ,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",43,"$1,300 "
500,2017 Ford Fusion Hybrid FWD ,"2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",42,"$1,300 "
501,2022 Lexus UX 250h ,"2.0 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",42,"$1,300 "
502,2021 Lexus UX 250h ,"2.0 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",42,"$1,300 "
503,2020 Lexus UX 250h ,"2.0 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",42,"$1,300 "
504,2019 Lexus UX 250h ,"2.0 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",42,"$1,300 "
